Region,State,Location,manufacturer,car_model,car_option,Year,Price,New_Price,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Mileage_unit,Power_unit
South,Tamil Nadu,Coimbatore,Mercedes-Benz,New,C-Class C 220 CDI Style,2017,51599.43,,23550,Diesel,Automatic,First,16.3795,2143 CC,167.62,5.0,kmpl,
South,Karnataka,Bangalore,Honda,Brio,V MT,2012,5595.3,,45000,Petrol,Manual,Second,14.55,1198 CC,86.8,5.0,kmpl,
North,Delhi,Delhi,Hyundai,i10,Magna 1.2,2013,4215.64,,60000,Petrol,Manual,First,15.27,1197 CC,78.9,5.0,kmpl,
South,Karnataka,Bangalore,Mercedes-Benz,GLC,220,2016,65150.8,,44414,Diesel,Automatic,First,15.214999999999998,2143 CC,170.0,5.0,kmpl,
North,West Bengal,Kolkata,Hyundai,Grand,i10 1.2 Kappa Asta,2019,9964.24,7.39 Lakh,1000,Petrol,Manual,First,14.175,1197 CC,81.86,5.0,kmpl,
South,Maharashtra,Mumbai,Audi,A6,2011-2015 2.0 TDI Premium Plus,2012,29126.24,,62500,Diesel,Automatic,Second,15.028,1968 CC,174.33,5.0,kmpl,
South,Maharashtra,Mumbai,Volkswagen,Vento,Petrol Highline AT,2013,6821.67,,21000,Petrol,Automatic,Second,10.8,1598 CC,103.6,5.0,kmpl,
North,Rajasthan,Jaipur,Mini,Countryman,Cooper D,2017,35258.08,,8525,Diesel,Automatic,Second,14.11,1998 CC,112.0,5.0,kmpl,
South,Karnataka,Bangalore,Hyundai,i20,Asta 1.4 CRDi,2014,12800.22,,29000,Diesel,Manual,First,19.159,1396 CC,88.73,5.0,kmpl,
South,Maharashtra,Mumbai,Audi,A6,2011-2015 2.0 TDI Premium Plus,2014,35181.43,,40000,Diesel,Automatic,First,15.028,1968 CC,174.33,5.0,kmpl,
North,Rajasthan,Jaipur,Chevrolet,Beat,Diesel LT,2012,2299.44,,88000,Diesel,Manual,First,21.624,936 CC,57.6,5.0,kmpl,
South,Kerala,Kochi,Skoda,Superb,Elegance 1.8 TSI AT,2012,10562.09,,53537,Petrol,Automatic,First,10.275,1798 CC,157.75,5.0,kmpl,
South,Tamil Nadu,Chennai,Ford,Fiesta,1.4 TDCi EXI Limited Edition,2006,2222.79,,216000,Diesel,Manual,Second,15.13,1399 CC,68.0,5.0,kmpl,
South,Telangana,Hyderabad,BMW,5,Series 520d Luxury Line,2014,51354.16,69.47 Lakh,51000,Diesel,Automatic,First,19.108,1995 CC,190.0,5.0,kmpl,
North,Rajasthan,Jaipur,Chevrolet,Optra,Magnum 1.6 LS BS3,2007,1916.2,,118500,Petrol,Manual,First,9.675,1598 CC,102.5,5.0,kmpl,
South,Telangana,Hyderabad,Volkswagen,Polo,Diesel Highline 1.2L,2012,6438.43,,63000,Diesel,Manual,First,18.7595,1199 CC,73.9,5.0,kmpl,
South,Maharashtra,Mumbai,Renault,Lodgy,110PS RxZ 8 Seater,2015,10347.48,,25000,Diesel,Manual,First,16.983,1461 CC,108.5,8.0,kmpl,
South,Karnataka,Bangalore,Mercedes-Benz,E-Class,E250 CDI Avantgrade,2014,49054.72,,37382,Diesel,Automatic,First,11.05,2143 CC,201.1,5.0,kmpl,
South,Kerala,Kochi,Maruti,Baleno,Alpha,2017,11497.2,8.78 Lakh,24773,Petrol,Manual,First,16.049999999999997,1197 CC,83.1,5.0,kmpl,
North,Delhi,Delhi,Hyundai,Verna,1.6 SX,2012,7051.62,,62000,Diesel,Manual,First,18.972,1582 CC,126.32,5.0,kmpl,
South,Kerala,Kochi,Hyundai,i10,Magna 1.1,2017,6193.16,,52340,Petrol,Manual,First,14.857499999999998,1086 CC,68.05,5.0,kmpl,
South,Kerala,Kochi,Mahindra,Scorpio,1.99 S10 4WD,2016,15804.82,,56739,Diesel,Manual,First,13.09,1997 CC,120.0,7.0,kmpl,
South,Tamil Nadu,Coimbatore,Land,Rover,Range Rover 2.2L Dynamic,2018,85477.85,,36091,Diesel,Automatic,First,10.795,2179 CC,187.7,5.0,kmpl,
South,Tamil Nadu,Chennai,Ford,Figo,Diesel ZXI,2010,3985.7,,120000,Diesel,Manual,First,17.0,1399 CC,68.0,5.0,kmpl,
South,Maharashtra,Mumbai,Maruti,Ertiga,ZDI,2016,13030.16,12.74 Lakh,33000,Diesel,Manual,First,21.6495,1248 CC,88.5,7.0,kmpl,
North,West Bengal,Kolkata,Honda,Amaze,S i-Dtech,2014,5365.36,,52000,Diesel,Manual,First,21.93,1498 CC,98.6,5.0,kmpl,
North,Rajasthan,Jaipur,Hyundai,i10,Magna,2015,5442.01,,43571,Petrol,Manual,First,15.27,1197 CC,78.9,5.0,kmpl,
North,West Bengal,Kolkata,Honda,Amaze,S i-Dtech,2013,4982.12,,50000,Diesel,Manual,First,21.93,1498 CC,98.6,5.0,kmpl,
South,Telangana,Hyderabad,Skoda,Laura,Ambiente,2008,6898.32,,113000,Diesel,Manual,First,14.875,1896 CC,106.0,5.0,kmpl,
North,Delhi,Delhi,Renault,Duster,85PS Diesel RxL,2014,8201.34,,90000,Diesel,Manual,First,16.8895,1461 CC,83.8,5.0,kmpl,
South,Tamil Nadu,Chennai,Mahindra,NuvoSport,N6,2017,9964.24,10.52 Lakh,29000,Diesel,Manual,Second,14.8325,1493 CC,100.0,7.0,kmpl,
South,Maharashtra,Mumbai,Maruti,Vitara,Brezza ZDi Plus Dual Tone,2016,13796.64,11.98 Lakh,20000,Diesel,Manual,First,20.655,1248 CC,88.5,5.0,kmpl,
South,Kerala,Kochi,Hyundai,i20,Asta Option 1.2,2016,9197.76,,61012,Petrol,Manual,First,13.95,1197 CC,81.83,5.0,kmpl,
North,Rajasthan,Jaipur,Skoda,Fabia,1.4 MPI Ambiente,2009,4215.64,,87459,Petrol,Manual,First,11.025,1390 CC,85.0,5.0,kmpl,
South,Maharashtra,Pune,Tata,Indigo,eCS GLX,2010,2299.44,,70500,Petrol,Manual,First,11.73,1193 CC,64.1,5.0,kmpl,
North,Delhi,Delhi,Audi,Q3,2012-2015 35 TDI Quattro Premium Plus,2015,30505.9,,64103,Diesel,Automatic,First,13.3705,1968 CC,174.33,5.0,kmpl,
South,Maharashtra,Mumbai,Skoda,Octavia,Elegance 1.8 TSI AT,2014,15329.6,,76000,Petrol,Automatic,First,11.025,1798 CC,177.5,5.0,kmpl,
North,Delhi,Delhi,Toyota,Etios,Liva GD SP,2014,4598.88,,104000,Diesel,Manual,First,20.0515,1364 CC,67.06,5.0,kmpl,
North,West Bengal,Kolkata,Maruti,Swift,1.3 VXi,2010,3234.55,,42001,Petrol,Manual,First,12.075,1300 CC,77.86,5.0,kmpl,
South,Kerala,Kochi,Mercedes-Benz,B,Class B180,2014,18334.2,,37245,Petrol,Automatic,First,11.1,1595 CC,120.7,5.0,kmpl,
North,West Bengal,Kolkata,Honda,Amaze,S Diesel,2013,4982.12,8.54 Lakh,45000,Diesel,Manual,First,23.29,1498 CC,98.6,5.0,kmpl,
North,Rajasthan,Jaipur,Hyundai,Verna,1.6 SX,2012,7281.56,,117837,Diesel,Manual,Second,18.972,1582 CC,126.32,5.0,kmpl,
South,Maharashtra,Mumbai,Renault,Duster,85PS Diesel RxL Optional,2014,9121.11,,30000,Diesel,Manual,First,17.391000000000002,1461 CC,83.8,5.0,kmpl,
North,Delhi,Delhi,Hyundai,Creta,1.6 VTVT S,2015,12493.62,,27057,Petrol,Manual,Second,11.4675,1591 CC,121.3,5.0,kmpl,
South,Maharashtra,Mumbai,Maruti,Wagon,R AMT VXI,2016,6469.09,,8500,Petrol,Automatic,First,15.3825,998 CC,67.0,5.0,kmpl,
North,West Bengal,Kolkata,Mercedes-Benz,New,C-Class C250 Avantgarde,2010,16096.08,,30500,Petrol,Automatic,First,8.805,1796 CC,186.0,5.0,kmpl,
North,Delhi,Delhi,Audi,A8,L 3.0 TDI quattro,2012,68983.2,,56000,Diesel,Automatic,First,10.03,2967 CC,246.7,5.0,kmpl,
South,Maharashtra,Pune,Hyundai,i10,Magna 1.1,2012,4445.58,,44000,Petrol,Manual,Second,14.857499999999998,1086 CC,68.05,5.0,kmpl,
South,Maharashtra,Mumbai,Skoda,Rapid,1.6 MPI AT Style Black Package,2017,13643.34,,10500,Petrol,Automatic,First,10.725,1598 CC,103.52,5.0,kmpl,
South,Telangana,Hyderabad,Skoda,Superb,Style 1.8 TSI AT,2017,39856.96,33.58 Lakh,26000,Petrol,Automatic,First,11.0025,1798 CC,177.46,5.0,kmpl,
South,Tamil Nadu,Coimbatore,Hyundai,i20,Active 1.2 SX,2018,12600.93,,25166,Petrol,Manual,First,12.892500000000002,1197 CC,81.86,5.0,kmpl,
North,West Bengal,Kolkata,Honda,Amaze,VX i-DTEC,2014,5365.36,,64000,Diesel,Manual,Second,21.93,1498 CC,98.6,5.0,kmpl,
South,Tamil Nadu,Chennai,Maruti,Wagon,R LXI,2004,1916.2,,61000,Petrol,Manual,Second,14.175,998 CC,67.1,5.0,kmpl,
South,Telangana,Hyderabad,Mahindra,Verito,1.5 D4 BSIV,2013,5671.95,9.12 Lakh,107000,Diesel,Manual,First,17.8755,1461 CC,65.0,5.0,kmpl,
South,Tamil Nadu,Coimbatore,Mercedes-Benz,New,C-Class C 220d Avantgarde Edition C,2018,60413.95,,29161,Diesel,Automatic,First,16.3795,2143 CC,167.62,5.0,kmpl,
North,West Bengal,Kolkata,Maruti,Wagon,R VXI,2013,4062.34,5.29 Lakh,32000,Petrol,Manual,First,16.875,998 CC,67.04,5.0,kmpl,
South,Tamil Nadu,Coimbatore,Nissan,Terrano,XV Premium 110 PS Anniversary Edition,2015,13674.0,,46173,Diesel,Manual,Second,16.1585,1461 CC,108.5,5.0,kmpl,
North,Delhi,Delhi,Maruti,Swift,VDI BSIV,2013,6285.14,,47000,Diesel,Manual,First,15.13,1248 CC,77.86,5.0,kmpl,bhp
South,Kerala,Kochi,Mini,Cooper,Convertible S,2017,54680.68,44.28 Lakh,26327,Petrol,Automatic,First,12.615,1998 CC,189.08,4.0,kmpl,
North,Rajasthan,Jaipur,Tata,Indica,V2 DLS BSII,2007,1303.02,,200000,Diesel,Manual,Second,14.62,1396 CC,53.5,5.0,kmpl,
South,Kerala,Kochi,Chevrolet,Beat,LT,2016,5089.43,,60813,Petrol,Manual,Second,13.95,1199 CC,76.8,5.0,kmpl,
South,Maharashtra,Mumbai,Volkswagen,Polo,Diesel Comfortline 1.2L,2012,5518.66,,45000,Diesel,Manual,First,18.7595,1199 CC,73.9,5.0,kmpl,
South,Telangana,Hyderabad,Maruti,Swift,ZDi,2016,10424.13,,64000,Diesel,Manual,First,19.465,1248 CC,74.0,5.0,kmpl,
North,West Bengal,Kolkata,Ford,Figo,Diesel EXI,2012,3832.4,,41284,Diesel,Manual,First,17.0,1399 CC,68.05,5.0,kmpl,
South,Kerala,Kochi,Toyota,Innova,Crysta 2.8 GX AT,2019,30107.33,20.74 Lakh,14165,Diesel,Automatic,First,9.656,2755 CC,171.5,7.0,kmpl,
South,Maharashtra,Mumbai,Hyundai,Santa,Fe 4x4 AT,2011,10730.72,,67000,Diesel,Automatic,Second,9.962,2199 CC,194.3,7.0,kmpl,
North,West Bengal,Kolkata,Honda,City,i-VTEC V,2011,5932.56,11.74 Lakh,32572,Petrol,Manual,First,13.05,1497 CC,117.3,5.0,kmpl,
South,Kerala,Kochi,Hyundai,i20,1.2 Magna Executive,2018,9611.66,,14960,Petrol,Manual,First,13.95,1197 CC,81.83,5.0,kmpl,
South,Kerala,Kochi,Mercedes-Benz,New,C-Class C 220d Avantgarde Edition C,2015,27777.24,,55980,Diesel,Automatic,First,16.3795,2143 CC,167.62,5.0,kmpl,
South,Maharashtra,Mumbai,Chevrolet,Beat,Diesel LT,2013,4062.34,,74000,Diesel,Manual,First,21.624,936 CC,57.6,5.0,kmpl,
South,Kerala,Kochi,Hyundai,i20,Sportz 1.4 CRDi,2015,11037.31,,56847,Diesel,Manual,First,19.159,1396 CC,88.73,5.0,kmpl,
South,Tamil Nadu,Coimbatore,Toyota,Innova,2.5 Z Diesel 7 Seater,2015,21921.33,,121374,Diesel,Manual,First,11.0415,2494 CC,100.6,7.0,kmpl,
South,Tamil Nadu,Chennai,Maruti,Ertiga,VDI,2013,10577.42,,52000,Diesel,Manual,First,17.6545,1248 CC,88.76,7.0,kmpl,
South,Maharashtra,Mumbai,Toyota,Innova,2.5 V Diesel 7-seater,2014,16479.32,,118000,Diesel,Manual,First,10.88,2494 CC,102.0,7.0,kmpl,
South,Maharashtra,Mumbai,Hyundai,Santro,Xing XO eRLX Euro II,2007,1456.31,,72000,Petrol,Manual,Third,12.75,1086 CC,62.37,5.0,kmpl,bhp
South,Kerala,Kochi,Honda,City,i VTEC V,2016,12401.65,,33915,Petrol,Manual,First,13.35,1497 CC,117.3,5.0,kmpl,
North,Gujarat,Ahmedabad,BMW,X1,sDrive20d,2014,28359.76,,82002,Diesel,Automatic,First,14.4925,1995 CC,184.0,5.0,kmpl,
South,Maharashtra,Mumbai,Hyundai,Grand,i10 CRDi Era,2017,7281.56,,33000,Diesel,Manual,First,20.4,1120 CC,70.0,5.0,kmpl,
South,Tamil Nadu,Chennai,Maruti,Ciaz,1.3 Alpha,2016,12953.51,,34000,Diesel,Manual,First,23.8765,1248 CC,88.5,5.0,kmpl,
North,West Bengal,Kolkata,Skoda,Rapid,Leisure 1.6 TDI MT,2012,5365.36,,55000,Diesel,Manual,First,17.425,1598 CC,103.6,5.0,kmpl,
South,Kerala,Kochi,Hyundai,Accent,CRDi,2006,2759.33,,160538,Diesel,Manual,First,11.135,1493 CC,82.0,5.0,kmpl,
North,Rajasthan,Jaipur,Volkswagen,Polo,GT 1.5 TDI,2014,5671.95,,60000,Diesel,Manual,Second,16.9235,1498 CC,103.6,5.0,kmpl,
South,Tamil Nadu,Coimbatore,Honda,Jazz,1.2 VX i VTEC,2017,10991.32,,49575,Petrol,Manual,First,14.025,1199 CC,88.7,5.0,kmpl,
North,Rajasthan,Jaipur,Hyundai,i10,Era,2010,2682.68,,83000,Petrol,Manual,First,14.857499999999998,1086 CC,68.05,5.0,kmpl,
South,Kerala,Kochi,Hyundai,Tucson,2.0 e-VGT 2WD AT GLS,2018,33709.79,,51346,Diesel,Automatic,First,13.922999999999998,1995 CC,183.0,5.0,kmpl,
South,Maharashtra,Pune,Toyota,Innova,Crysta 2.4 ZX MT,2017,28589.7,25.52 Lakh,43000,Diesel,Manual,First,11.628,2393 CC,147.8,7.0,kmpl,
North,Rajasthan,Jaipur,Maruti,Omni,MPI CARGO BSIII W/ IMMOBILISER,2011,2835.98,,35000,Petrol,Manual,Third,14.775,796 CC,35.0,5.0,kmpl,
South,Tamil Nadu,Coimbatore,Maruti,Swift,VXI BSIV,2017,9121.11,,27872,Petrol,Manual,Second,15.3,1197 CC,81.8,5.0,kmpl,
South,Maharashtra,Mumbai,Hyundai,Grand,i10 Magna,2014,5748.6,,16514,Petrol,Manual,First,14.175,1197 CC,82.0,5.0,kmpl,
South,Maharashtra,Pune,Maruti,Swift,VDI,2012,5748.6,,120000,Diesel,Manual,First,19.465,1248 CC,74.0,5.0,kmpl,
South,Telangana,Hyderabad,Hyundai,Verna,CRDi 1.6 SX,2008,3985.7,14.07 Lakh,143275,Diesel,Manual,First,18.7,1582 CC,126.2,5.0,kmpl,
South,Maharashtra,Mumbai,Hyundai,i20,1.2 Sportz,2010,4292.29,,52000,Petrol,Manual,First,12.75,1197 CC,80.0,5.0,kmpl,
South,Tamil Nadu,Coimbatore,Mercedes-Benz,GLE,350d,2017,93955.12,95.13 Lakh,29819,Diesel,Automatic,First,9.8345,2987 CC,254.79,5.0,kmpl,
South,Karnataka,Bangalore,Mercedes-Benz,New,C-Class C 220 CDI CLASSIC,2014,27593.28,,57000,Diesel,Manual,Second,13.43,2148 CC,170.0,5.0,kmpl,
South,Telangana,Hyderabad,Maruti,Ritz,ZDi,2014,6668.38,,88500,Diesel,Manual,First,19.72,1248 CC,73.94,5.0,kmpl,
South,Karnataka,Bangalore,Hyundai,Creta,1.6 CRDi SX,2016,21078.2,,28000,Diesel,Manual,First,16.7195,1582 CC,126.2,5.0,kmpl,
South,Maharashtra,Pune,Maruti,A-Star,Vxi,2010,3065.92,,67000,Petrol,Manual,First,14.25,998 CC,66.1,5.0,kmpl,
North,Delhi,Delhi,Renault,Duster,110PS Diesel RXZ Option,2016,15329.6,,26000,Diesel,Manual,First,16.694,1461 CC,108.45,5.0,kmpl,
North,Delhi,Delhi,Fiat,Grande,Punto 1.3 Emotion Pack (Diesel),2010,2529.38,,120000,Diesel,Manual,First,15.13,1248 CC,76.0,5.0,kmpl,
South,Tamil Nadu,Coimbatore,BMW,X3,xDrive30d M Sport,2017,70163.58,,51982,Diesel,Automatic,First,14.0675,2993 CC,258.0,5.0,kmpl,
South,Karnataka,Bangalore,Hyundai,i10,Sportz,2010,4982.12,,36000,Petrol,Manual,Second,15.27,1197 CC,78.9,5.0,kmpl,
South,Maharashtra,Pune,Toyota,Innova,2.5 G4 Diesel 7-seater,2016,19621.89,,47000,Diesel,Manual,First,10.88,2494 CC,102.0,7.0,kmpl,
South,Maharashtra,Mumbai,Maruti,Zen,VXI BSII,2002,843.13,,60000,Petrol,Manual,Third,12.975,993 CC,60.0,5.0,kmpl,
South,Telangana,Hyderabad,Maruti,Swift,VDI,2018,10960.66,,31025,Diesel,Manual,First,24.14,1248 CC,74.0,5.0,kmpl,
South,Maharashtra,Pune,Mahindra,Scorpio,VLX 2.2 mHawk Airbag BSIV,2013,10730.72,,105000,Diesel,Manual,Second,10.2425,2179 CC,120.0,8.0,kmpl,
South,Maharashtra,Pune,Tata,Zest,Quadrajet 1.3 75PS XE,2017,5748.6,8.34 Lakh,121900,Diesel,Manual,First,19.5075,1248 CC,74.0,5.0,kmpl,
South,Maharashtra,Mumbai,Ford,EcoSport,1.0 Ecoboost Titanium Plus,2017,13030.16,,22695,Petrol,Manual,First,14.16,999 CC,123.24,5.0,kmpl,
North,Rajasthan,Jaipur,Maruti,Swift,Dzire ZDI,2012,6668.38,,73000,Diesel,Manual,First,19.89,1248 CC,74.0,5.0,kmpl,
South,Kerala,Kochi,Maruti,Alto,800 LXI,2016,4997.45,,32227,Petrol,Manual,First,17.055,796 CC,47.3,5.0,kmpl,
North,Rajasthan,Jaipur,Honda,City,1.5 S MT,2011,6453.76,,55000,Petrol,Manual,First,12.75,1497 CC,118.0,5.0,kmpl,
South,Kerala,Kochi,Audi,Q7,3.0 TDI Quattro Technology,2018,107859.07,,11287,Diesel,Automatic,First,10.2595,2967 CC,241.4,7.0,kmpl,
South,Maharashtra,Mumbai,Skoda,Laura,1.9 TDI AT Ambiente,2009,4522.23,,48000,Diesel,Automatic,Second,14.45,1896 CC,105.0,5.0,kmpl,
South,Kerala,Kochi,Hyundai,Verna,1.6 SX VTVT (O),2012,6561.07,,54308,Petrol,Manual,First,12.825,1591 CC,121.3,5.0,kmpl,
North,Rajasthan,Jaipur,Honda,City,1.5 V AT,2009,5472.67,,78442,Petrol,Automatic,First,12.6,1497 CC,118.0,5.0,kmpl,
North,West Bengal,Kolkata,Hyundai,i20,Magna Optional 1.4 CRDi,2013,4767.51,,46000,Diesel,Manual,First,18.615,1396 CC,88.8,5.0,kmpl,
South,Tamil Nadu,Coimbatore,Hyundai,i20,Sportz AT 1.4,2014,9136.44,,45051,Petrol,Automatic,First,11.25,1396 CC,98.6,5.0,kmpl,
South,Telangana,Hyderabad,Volkswagen,Vento,Diesel Highline,2011,7204.91,,69000,Diesel,Manual,First,17.459,1598 CC,103.6,5.0,kmpl,
North,Gujarat,Ahmedabad,Honda,City,i VTEC VX,2014,10577.42,,49000,Petrol,Manual,First,13.05,1497 CC,117.3,5.0,kmpl,
South,Maharashtra,Pune,Tata,Zest,Quadrajet 1.3 75PS XE,2018,8048.04,8.34 Lakh,45000,Diesel,Manual,First,19.5075,1248 CC,74.0,5.0,kmpl,
South,Maharashtra,Pune,BMW,5,Series 2003-2012 520d,2015,42922.88,,64000,Diesel,Automatic,First,15.708,1995 CC,177.0,5.0,kmpl,
North,Delhi,Delhi,Maruti,Wagon,R LXI Minor,2009,2069.5,,60000,Petrol,Manual,First,14.175,1061 CC,67.0,5.0,kmpl,
North,Delhi,Delhi,Honda,Jazz,VX,2015,7434.86,8.85 Lakh,62178,Petrol,Manual,First,13.65,1199 CC,88.7,5.0,kmpl,
South,Tamil Nadu,Coimbatore,Volkswagen,Jetta,2007-2011 2.0 TDI Comfortline,2012,10270.83,,58006,Diesel,Manual,First,12.75,1896 CC,105.0,5.0,kmpl,
South,Telangana,Hyderabad,Hyundai,i10,Magna 1.2,2010,4752.18,,74000,Petrol,Manual,First,15.27,1197 CC,78.9,5.0,kmpl,
South,Kerala,Kochi,Mercedes-Benz,New,C-Class C 220 CDI Avantgarde,2015,28574.37,,77771,Diesel,Automatic,First,16.3795,2143 CC,170.0,5.0,kmpl,
South,Maharashtra,Pune,Hyundai,i10,Magna 1.2 iTech SE,2012,4292.29,,45275,Petrol,Manual,First,15.27,1197 CC,78.9,5.0,kmpl,
South,Tamil Nadu,Chennai,Toyota,Innova,Crysta 2.4 ZX MT,2016,31042.44,25.4 Lakh,48000,Diesel,Manual,First,11.628,2393 CC,147.8,7.0,kmpl,
South,Kerala,Kochi,Audi,A6,2011-2015 2.0 TDI Technology,2015,41052.67,,31652,Diesel,Automatic,First,15.028,1968 CC,174.33,5.0,kmpl,
South,Telangana,Hyderabad,Toyota,Innova,2.5 VX (Diesel) 7 Seater,2010,12662.25,,109000,Diesel,Manual,Second,11.0415,2494 CC,100.6,7.0,kmpl,
South,Maharashtra,Mumbai,Volkswagen,Polo,Petrol Trendline 1.2L,2015,5963.21,,31978,Petrol,Manual,First,12.3525,1198 CC,73.9,5.0,kmpl,
South,Telangana,Hyderabad,Maruti,Alto,K10 LXI,2011,3219.22,,70000,Petrol,Manual,First,15.69,998 CC,67.1,5.0,kmpl,
South,Maharashtra,Mumbai,Honda,City,i-VTEC CVT ZX,2017,19453.26,16.67 Lakh,15000,Petrol,Automatic,First,13.5,1497 CC,117.3,5.0,kmpl,
South,Tamil Nadu,Coimbatore,Tata,Indigo,LX,2013,3955.04,,59138,Diesel,Manual,First,14.45,1405 CC,70.0,5.0,kmpl,
South,Kerala,Kochi,Audi,A6,2011-2015 2.0 TDI Premium Plus,2014,31839.58,,61726,Diesel,Automatic,First,15.028,1968 CC,174.33,5.0,kmpl,
North,Delhi,Delhi,Mercedes-Benz,GLA,Class 200 CDI SPORT,2015,31057.77,,48000,Diesel,Automatic,First,15.214999999999998,2143 CC,136.0,5.0,kmpl,
North,West Bengal,Kolkata,Maruti,Swift,VDI BSIV,2011,3832.4,,60020,Diesel,Manual,First,15.13,1248 CC,77.86,5.0,kmpl,bhp
South,Telangana,Hyderabad,Maruti,Celerio,VXI AT,2014,6515.08,,77815,Petrol,Automatic,First,17.325000000000003,998 CC,67.04,5.0,kmpl,
South,Telangana,Hyderabad,Mercedes-Benz,GLE,250d,2017,87378.72,79.43 Lakh,29000,Diesel,Automatic,First,15.214999999999998,2143 CC,201.15,5.0,kmpl,
North,Delhi,Delhi,Land,Rover,Range Rover HSE Dynamic,2017,67450.24,,44000,Diesel,Automatic,First,10.795,2179 CC,187.7,5.0,kmpl,
South,Telangana,Hyderabad,Volkswagen,Vento,Diesel Trendline,2011,5595.3,,108626,Diesel,Manual,First,17.459,1598 CC,103.6,5.0,kmpl,
South,Telangana,Hyderabad,Maruti,Omni,8 Seater BSIV,2012,3142.57,,71791,Petrol,Manual,First,10.5,796 CC,35.0,5.0,kmpl,
South,Kerala,Kochi,Honda,Brio,1.2 VX MT,2012,4798.16,6.62 Lakh,91931,Petrol,Manual,First,13.875,1198 CC,86.8,5.0,kmpl,
South,Telangana,Hyderabad,Tata,Sumo,Delux,2000,2299.44,,158000,Diesel,Manual,Second,11.9595,2956 CC,83.1,7.0,kmpl,
South,Maharashtra,Pune,Tata,Indica,Vista Aura 1.3 Quadrajet,2012,4368.94,,91183,Diesel,Manual,First,15.3,1248 CC,75.0,5.0,kmpl,
North,Delhi,Delhi,Maruti,Wagon,R LXI BS IV,2012,4062.34,,65000,Petrol,Manual,First,14.175,998 CC,67.1,5.0,kmpl,
South,Telangana,Hyderabad,Mahindra,XUV500,W8 4WD,2015,16249.38,,88428,Diesel,Manual,First,13.6,2179 CC,140.0,7.0,kmpl,
South,Maharashtra,Pune,Tata,Indigo,LS Dicor,2008,1916.2,,138000,Diesel,Manual,Second,14.535,1396 CC,70.0,5.0,kmpl,
South,Maharashtra,Mumbai,Maruti,Ertiga,Paseo VXI,2018,12646.92,,18000,Petrol,Manual,First,12.015,1373 CC,93.7,7.0,kmpl,
South,Maharashtra,Mumbai,Honda,Accord,2.4 A/T,2011,6821.67,,60000,Petrol,Automatic,First,8.774999999999999,2354 CC,177.6,5.0,kmpl,
North,West Bengal,Kolkata,Maruti,Swift,Dzire VDi,2012,5671.95,,48000,Diesel,Manual,First,16.405,1248 CC,73.9,5.0,kmpl,
South,Telangana,Hyderabad,Ford,Fiesta,EXi 1.4 TDCi Ltd,2009,4292.29,,160000,Diesel,Manual,First,15.13,1399 CC,68.0,5.0,kmpl,
North,West Bengal,Kolkata,Honda,City,ZX GXi,2008,2759.33,,40000,Petrol,Manual,First,13.275,1497 CC,78.0,5.0,kmpl,
South,Kerala,Kochi,Audi,A6,2011-2015 2.0 TDI Premium Plus,2014,33648.47,,51495,Diesel,Automatic,First,15.028,1968 CC,174.33,5.0,kmpl,
South,Maharashtra,Mumbai,BMW,6,Series 640d Gran Coupe,2011,75115.04,,30000,Diesel,Automatic,First,8.091999999999999,2993 CC,313.0,4.0,kmpl,
South,Tamil Nadu,Coimbatore,Audi,Q7,45 TDI Quattro Technology,2017,96070.6,1.04 Cr,97430,Diesel,Automatic,First,12.5375,2967 CC,245.0,7.0,kmpl,
South,Maharashtra,Pune,Maruti,Zen,Estilo LXI Green (CNG),2008,2146.14,,42496,CNG,Manual,First,36.82,998 CC,67.1,5.0,kmpl,
South,Maharashtra,Pune,Hyundai,i20,1.4 CRDi Asta,2012,8431.28,,83000,Diesel,Manual,First,19.55,1396 CC,90.0,5.0,kmpl,
South,Karnataka,Bangalore,Hyundai,i10,Sportz AT,2009,4522.23,,37000,Petrol,Automatic,Third,12.7125,1197 CC,78.9,5.0,kmpl,
South,Kerala,Kochi,Honda,Jazz,1.2 V CVT i VTEC,2016,10516.11,,28503,Petrol,Automatic,First,14.25,1199 CC,88.7,5.0,kmpl,
South,Telangana,Hyderabad,Maruti,Swift,VDI BSIV,2015,9427.7,,76496,Diesel,Manual,First,21.42,1248 CC,74.0,5.0,kmpl,
South,Maharashtra,Pune,Hyundai,i20,Asta 1.2,2011,5058.77,,79152,Petrol,Manual,Second,13.875,1197 CC,82.85,5.0,kmpl,
North,West Bengal,Kolkata,Volkswagen,Polo,Petrol Comfortline 1.2L,2011,3909.05,,32000,Petrol,Manual,First,12.3525,1198 CC,73.9,5.0,kmpl,
North,Gujarat,Ahmedabad,Maruti,Alto,LXi,2009,2299.44,,35000,Petrol,Manual,First,14.775,796 CC,46.3,5.0,kmpl,
South,Tamil Nadu,Chennai,Toyota,Corolla,H4,2004,3832.4,,105000,Petrol,Automatic,Second,8.475000000000001,1794 CC,125.0,5.0,kmpl,
South,Tamil Nadu,Chennai,Maruti,Alto,LXi,2006,2146.14,,56000,Petrol,Manual,Second,14.775,796 CC,46.3,5.0,kmpl,
South,Maharashtra,Pune,Tata,Manza,ELAN Quadrajet BS IV,2012,5212.06,,73000,Diesel,Manual,First,17.952,1248 CC,88.8,5.0,kmpl,
